epoch,phase,loss,accuracy
0,val,0.6924105286598206,0.5625
0,val,0.6933192610740662,0.484375
0,val,0.6714634895324707,0.6951219439506531
0,train,0.6683378219604492,0.75
1,val,0.6542966365814209,0.6910569071769714
1,train,0.6715325713157654,0.5833333134651184
2,val,0.641041100025177,0.6951219439506531
2,train,0.6464386582374573,0.7916666865348816
3,val,0.628973126411438,0.6991869807243347
3,train,0.6629847288131714,0.6666666865348816
4,val,0.6183628439903259,0.6951219439506531
4,train,0.6069827079772949,0.8333333134651184
5,val,0.6105359792709351,0.6991869807243347
5,train,0.6004639267921448,0.6666666865348816
6,val,0.6041858196258545,0.6951219439506531
6,train,0.5894288420677185,0.7083333134651184
7,val,0.5970304608345032,0.6991869807243347
7,train,0.7015800476074219,0.6666666865348816
8,val,0.5924336910247803,0.6991869807243347
8,train,0.6252756118774414,0.6666666865348816
9,val,0.589442789554596,0.6951219439506531
9,train,0.5813155174255371,0.75
10,val,0.5847567915916443,0.6991869807243347
10,train,0.6085781455039978,0.75
11,val,0.5821000933647156,0.6991869807243347
11,train,0.4337727725505829,1.0
12,val,0.5787609815597534,0.6991869807243347
12,train,0.6224719285964966,0.6666666865348816
13,val,0.5769811272621155,0.6991869807243347
13,train,0.5269674062728882,0.7916666865348816
14,val,0.5748793482780457,0.6991869807243347
14,train,0.5932302474975586,0.7083333134651184
15,val,0.5732697248458862,0.6991869807243347
15,train,0.40316739678382874,0.9166666865348816
16,val,0.5729398727416992,0.6951219439506531
16,train,0.6202071905136108,0.7083333134651184
17,val,0.5711520314216614,0.6991869807243347
17,train,0.54608553647995,0.75
18,val,0.5714921951293945,0.6951219439506531
18,train,0.4995826780796051,0.7916666865348816
19,val,0.570690929889679,0.6951219439506531
19,train,0.5443986058235168,0.8333333134651184
20,val,0.5680282115936279,0.7032520174980164
20,train,0.6103264689445496,0.6666666865348816
21,val,0.5691075325012207,0.6951219439506531
21,train,0.4676912724971771,0.7916666865348816
22,val,0.5670187473297119,0.7032520174980164
22,train,0.4995734989643097,0.7916666865348816
23,val,0.5680942535400391,0.6951219439506531
23,train,0.7021730542182922,0.7083333134651184
24,val,0.5662295818328857,0.7032520174980164
24,train,0.4710189402103424,0.8333333134651184
25,val,0.5672475099563599,0.6991869807243347
25,train,0.6026838421821594,0.7083333134651184
26,val,0.5673137307167053,0.6951219439506531
26,train,0.49366259574890137,0.8333333134651184
27,val,0.5666831135749817,0.6991869807243347
27,train,0.5918293595314026,0.6666666865348816
28,val,0.56572026014328,0.7032520174980164
28,train,0.462033748626709,0.7916666865348816
29,val,0.5670367479324341,0.6951219439506531
29,train,0.5255919694900513,0.7916666865348816
30,val,0.5657339096069336,0.6991869807243347
30,train,0.5606170296669006,0.75
31,val,0.5660354495048523,0.6991869807243347
31,train,0.3647586405277252,0.9583333134651184
32,val,0.5657514929771423,0.6991869807243347
32,train,0.5960504412651062,0.6666666865348816
33,val,0.5647614598274231,0.6991869807243347
33,train,0.6279820799827576,0.6666666865348816
34,val,0.5662072896957397,0.6951219439506531
34,train,0.5659845471382141,0.75
35,val,0.5647348165512085,0.6991869807243347
35,train,0.7498554587364197,0.4583333432674408
36,val,0.5644950270652771,0.6991869807243347
36,train,0.6055452227592468,0.625
37,val,0.5673754811286926,0.6910569071769714
37,train,0.6342362761497498,0.625
38,val,0.5657593607902527,0.6991869807243347
38,train,0.5123655200004578,0.7083333134651184
39,val,0.5647335052490234,0.6991869807243347
39,train,0.6568573117256165,0.625
40,val,0.564247190952301,0.6991869807243347
40,train,0.6824283003807068,0.625
41,val,0.5678396821022034,0.6910569071769714
41,train,0.47694382071495056,0.8333333134651184
42,val,0.565132200717926,0.6991869807243347
42,train,0.49784472584724426,0.7916666865348816
43,val,0.5650134682655334,0.6991869807243347
43,train,0.42794278264045715,0.875
44,val,0.5662169456481934,0.6910569071769714
44,train,0.537061870098114,0.7083333134651184
45,val,0.5651114583015442,0.6991869807243347
45,train,0.5561633706092834,0.75
46,val,0.5647961497306824,0.6991869807243347
46,train,0.5819794535636902,0.6666666865348816
47,val,0.5653049945831299,0.6991869807243347
47,train,0.830439031124115,0.5416666865348816
48,val,0.5661691427230835,0.6951219439506531
48,train,0.5618553757667542,0.8333333134651184
49,val,0.568110466003418,0.6910569071769714
49,train,0.4743579924106598,0.7916666865348816
50,test,0.564247190952301,0.6991869807243347
